stake_name,glacier_name,SGI_ID,WGMS_ID,date_from,time_from,date_to,time_to,latitude_from,longitude_from,altitude_from,d_t,d_x,d_y,d_z,ablation_m,velocity_xy,velocity_z
22102,Allalingletscher,B52-29,394,2022-09-06,09:44:00,2023-09-05,09:47:00,638349.89,99479.88,2814.42,364.0,6.71,-0.42,-0.34,-3.39,6.75,-0.34
22101,Allalingletscher,B52-29,394,2022-09-06,10:28:00,2023-09-05,10:02:00,638399.95,99360.05,2809.4,364.0,6.47,-0.13,1.44,-3.3,6.5,1.44
22106,Allalingletscher,B52-29,394,2022-09-06,07:23:00,2023-09-05,07:17:00,637094.47,97800.4,3366.18,364.0,-0.24,2.16,-0.7,-4.55,2.18,-0.7
23104,Allalingletscher,B52-29,394,2023-09-05,09:23:00,2024-08-30,08:51:00,638289.98,99665.01,2823.01,360.0,5.63,-1.7,-0.36,-2.87,5.97,-0.36
23106,Allalingletscher,B52-29,394,2023-09-05,07:19:00,2024-08-30,08:17:00,637094.99,97809.93,3361.63,360.0,0.0,2.01,-0.41,-0.77,2.03,-0.42
23105,Allalingletscher,B52-29,394,2023-09-05,09:08:00,2024-08-30,08:32:00,638259.18,99755.49,2837.5,360.0,5.35,-2.22,-2.24,-3.63,5.88,-2.28
23103,Allalingletscher,B52-29,394,2023-09-05,09:40:00,2024-08-30,09:10:00,638325.01,99574.98,2808.7,360.0,5.91,-1.09,-0.46,-2.88,6.09,-0.47
23102,Allalingletscher,B52-29,394,2023-09-05,09:57:00,2024-08-30,09:32:00,638350.0,99480.02,2811.04,360.0,5.87,-0.44,-0.21,-2.33,5.98,-0.21
23101,Allalingletscher,B52-29,394,2023-09-05,10:16:00,2024-08-30,09:57:00,638400.03,99359.94,2806.1,360.0,5.7,-0.02,0.19,-3.18,5.79,0.19
23100,Allalingletscher,B52-29,394,2023-09-05,07:48:00,2024-08-30,08:56:00,636508.51,98794.34,3213.17,360.0,14.68,16.63,0.07,-1.87,22.5,0.07
24102,Allalingletscher,B52-29,394,2024-08-30,09:28:00,2025-09-03,09:24:00,638350.01,99479.99,2808.71,369.0,5.36,-0.37,-0.17,-3.44,5.31,-0.17
23106,Allalingletscher,B52-29,394,2024-08-30,08:17:00,2025-09-03,06:55:00,637094.99,97811.94,3360.35,368.94,-0.02,2.1,-0.4,-0.44,2.08,-0.39
24105,Allalingletscher,B52-29,394,2024-08-30,08:29:00,2025-09-03,08:31:00,638259.98,99755.0,2833.66,369.0,4.45,-1.86,-2.35,,4.77,-2.32
24104,Allalingletscher,B52-29,394,2024-08-30,08:49:00,2025-09-03,09:10:00,638290.03,99665.06,2820.14,369.01,4.77,-1.26,-0.24,-3.26,4.88,-0.24
24100,Allalingletscher,B52-29,394,2024-08-30,09:01:00,2025-09-03,08:05:00,636510.0,98799.99,3211.0,368.96,14.44,16.32,0.25,-0.76,21.57,0.25
24101,Allalingletscher,B52-29,394,2024-08-30,09:48:00,2025-09-03,09:56:00,638400.0,99360.01,2802.92,369.01,5.16,0.13,0.15,-3.37,5.11,0.15
23102,Allalingletscher,B52-29,394,2024-08-30,09:32:00,2025-09-03,09:28:00,638355.87,99479.58,2808.08,369.0,5.28,-0.32,-0.46,,5.24,-0.45
23100,Allalingletscher,B52-29,394,2024-08-30,08:56:00,2025-09-03,08:00:00,636523.19,98810.97,3210.5,368.96,14.44,16.34,-0.23,,21.58,-0.23
24103,Allalingletscher,B52-29,394,2024-08-30,09:07:00,2025-09-03,08:57:00,638325.0,99575.01,2805.82,368.99,5.15,-0.96,-0.32,-2.94,5.18,-0.32
89110,Hohlaubgletscher,B52-32,3332,1989-10-02,12:00:00,1990-09-29,12:00:00,637449.26,100733.24,3049.63,362.0,16.46,-5.16,2.86,0.66,17.41,2.89
90110,Hohlaubgletscher,B52-32,3332,1990-09-29,12:00:00,1991-10-04,12:00:00,637449.51,100733.52,3050.29,370.0,22.28,-5.9,-3.04,-2.29,22.75,-3.0
91110,Hohlaubgletscher,B52-32,3332,1991-10-04,12:00:00,1992-09-30,12:00:00,637449.38,100733.45,3048.0,362.0,22.04,-5.77,0.73,-0.09,22.99,0.74
99110,Hohlaubgletscher,B52-32,3332,1999-09-15,12:00:00,2000-09-13,12:00:00,637404.96,100709.9,3044.32,364.0,14.48,-4.05,0.4,-0.18,15.08,0.4
99110,Hohlaubgletscher,B52-32,3332,2000-09-13,12:00:00,2002-09-16,12:00:00,637419.43,100705.85,3043.8,733.0,30.11,-9.0,-1.47,-0.37,15.66,-0.73
3110,Hohlaubgletscher,B52-32,3332,2003-09-18,12:00:00,2005-09-15,12:00:00,637404.93,100709.92,3043.58,728.0,25.98,-6.48,-3.05,-4.0,13.43,-1.53
5110,Hohlaubgletscher,B52-32,3332,2005-09-15,12:00:00,2007-09-21,12:00:00,637406.22,100699.43,3039.58,736.0,17.78,-6.22,-1.64,-1.99,9.35,-0.81
7110,Hohlaubgletscher,B52-32,3332,2007-09-21,12:00:00,2008-09-16,12:00:00,637408.86,100690.84,3037.59,361.0,8.49,-2.06,-0.07,-1.09,8.84,-0.07
8110,Hohlaubgletscher,B52-32,3332,2008-09-16,12:00:00,2010-09-13,07:40:00,637403.13,100704.23,3036.5,726.8,20.88,-5.56,-0.24,-0.03,10.86,-0.12
9110,Hohlaubgletscher,B52-32,3332,2009-09-22,12:00:00,2010-09-13,07:45:00,637405.85,100708.58,3036.48,355.8,10.67,-2.86,-0.12,-1.34,11.34,-0.12
8110,Hohlaubgletscher,B52-32,3332,2010-09-13,07:40:00,2011-09-06,06:50:00,637424.01,100698.67,3033.84,358.0,9.4,-2.78,-0.09,,10.0,-0.09
9110,Hohlaubgletscher,B52-32,3332,2010-09-13,07:45:00,2011-09-06,07:00:00,637416.51,100705.72,3034.47,358.0,10.24,-2.94,-0.09,,10.87,-0.09
10110,Hohlaubgletscher,B52-32,3332,2010-09-13,07:50:00,2011-09-06,07:10:00,637406.77,100710.82,3035.14,358.0,10.62,-3.1,-0.24,-1.35,11.29,-0.24
11110,Hohlaubgletscher,B52-32,3332,2011-09-06,07:40:00,2012-10-05,08:15:00,637406.25,100709.55,3033.8,395.0,10.4,-3.05,-0.53,-2.69,10.02,-0.49
12110,Hohlaubgletscher,B52-32,3332,2012-10-05,08:20:00,2013-08-29,08:30:00,637405.45,100710.26,3031.11,328.0,8.27,-2.5,-0.19,-0.14,9.62,-0.21
12110,Hohlaubgletscher,B52-32,3332,2013-08-29,08:30:00,2014-09-02,08:50:00,637413.71,100707.77,3030.43,369.0,9.75,-3.15,0.0,,10.14,0.0
13110,Hohlaubgletscher,B52-32,3332,2013-08-29,08:50:00,2014-09-02,08:45:00,637405.0,100710.2,3030.96,369.0,9.79,-2.99,-0.38,-0.54,10.13,-0.38
13110,Hohlaubgletscher,B52-32,3332,2014-09-02,08:45:00,2015-09-21,07:36:00,637414.79,100707.21,3029.78,384.0,10.29,-3.16,-3.21,,10.24,-3.05
14110,Hohlaubgletscher,B52-32,3332,2014-09-02,08:55:00,2015-09-21,07:30:00,637406.38,100710.15,3030.42,383.9,10.42,-3.28,-2.56,-1.48,10.39,-2.44
14110,Hohlaubgletscher,B52-32,3332,2015-09-21,07:30:00,2016-08-22,07:10:00,637416.8,100706.87,3025.56,336.0,8.49,-2.67,2.51,,9.67,2.73
15110,Hohlaubgletscher,B52-32,3332,2015-09-21,07:33:00,2016-08-22,07:30:00,637405.0,100710.39,3028.94,336.0,8.57,-2.63,0.82,-0.05,9.74,0.89
16110,Hohlaubgletscher,B52-32,3332,2016-08-22,07:35:00,2017-08-21,08:32:00,637405.42,100709.04,3028.89,364.0,8.65,-2.84,0.19,-2.52,9.14,0.19
15110,Hohlaubgletscher,B52-32,3332,2016-08-22,07:30:00,2017-08-21,08:34:00,637413.57,100707.76,3028.06,364.0,8.86,-2.81,-0.08,,9.33,-0.08
17110,Hohlaubgletscher,B52-32,3332,2017-08-21,08:33:00,2018-09-06,07:14:00,637404.1,100707.54,3026.37,380.9,8.61,-3.13,0.32,-0.59,8.78,0.31
18110,Hohlaubgletscher,B52-32,3332,2018-09-06,07:34:00,2019-08-30,08:08:00,637404.95,100709.92,3025.78,358.0,8.92,-3.19,0.59,-1.3,9.67,0.6
19110,Hohlaubgletscher,B52-32,3332,2019-08-30,08:15:00,2020-09-04,08:51:00,637404.86,100710.04,3024.48,371.0,9.7,-3.48,0.25,-0.31,10.15,0.25
18110,Hohlaubgletscher,B52-32,3332,2019-08-30,08:08:00,2020-09-04,08:50:00,637413.87,100706.73,3023.64,371.0,9.85,-3.11,0.18,,10.17,0.18
19115,Hohlaubgletscher,B52-32,3332,2019-08-30,07:34:00,2020-09-04,08:15:00,636466.55,100638.45,3240.88,371.0,17.77,27.62,-7.76,-0.24,32.33,-7.64
20110,Hohlaubgletscher,B52-32,3332,2020-09-04,08:54:00,2021-09-02,08:02:00,637404.97,100710.13,3024.17,363.0,9.6,-3.5,0.18,-0.6,10.28,0.18
19110,Hohlaubgletscher,B52-32,3332,2020-09-04,08:51:00,2021-09-02,08:03:00,637414.56,100706.57,3023.27,363.0,9.66,-3.33,0.17,,10.28,0.17
20115,Hohlaubgletscher,B52-32,3332,2020-09-04,08:21:00,2021-09-02,07:32:00,636464.99,100639.96,3240.64,363.0,17.96,27.7,-8.19,-0.14,33.22,-8.24
19115,Hohlaubgletscher,B52-32,3332,2020-09-04,08:15:00,2021-09-02,07:23:00,636484.32,100666.07,3233.37,363.0,17.14,26.46,-6.8,,31.72,-6.84
20115,Hohlaubgletscher,B52-32,3332,2021-09-02,07:32:00,2022-09-06,07:30:00,636482.96,100667.65,3233.05,369.0,17.23,26.15,-7.58,,31.0,-7.5
21115,Hohlaubgletscher,B52-32,3332,2021-09-02,07:30:00,2022-09-06,07:28:00,636465.03,100639.95,3240.5,369.0,19.04,27.77,-8.4,,33.33,-8.31
21110,Hohlaubgletscher,B52-32,3332,2021-09-02,08:02:00,2022-09-06,07:54:00,637404.97,100709.94,3023.57,369.0,9.21,-3.45,0.39,-4.66,9.74,0.39
22110,Hohlaubgletscher,B52-32,3332,2022-09-06,08:04:00,2023-09-05,07:50:00,637405.0,100709.99,3018.91,363.99,7.23,-2.59,1.23,-2.54,7.7,1.24
22115,Hohlaubgletscher,B52-32,3332,2022-09-06,07:26:00,2023-09-05,07:24:00,636457.56,100625.13,3239.99,364.0,15.78,23.97,-7.47,-6.7,28.8,-7.49
23110,Hohlaubgletscher,B52-32,3332,2023-09-05,07:56:00,2024-08-30,08:00:00,637405.0,100709.94,3016.37,360.0,6.75,-2.73,-0.01,-2.1,7.39,-0.01
23115,Hohlaubgletscher,B52-32,3332,2023-09-05,07:34:00,2024-08-30,07:18:00,636465.1,100639.8,3233.29,359.99,14.86,22.66,-6.46,-1.78,27.5,-6.55
24115,Hohlaubgletscher,B52-32,3332,2024-08-30,07:16:00,2025-09-03,06:52:00,636464.97,100640.01,3231.5,368.98,13.86,21.41,-5.62,-0.16,25.25,-5.57
23115,Hohlaubgletscher,B52-32,3332,2024-08-30,07:18:00,2025-09-03,07:06:00,636479.96,100662.46,3225.6,368.99,13.54,20.67,-4.99,,24.46,-4.94
24110,Hohlaubgletscher,B52-32,3332,2024-08-30,07:51:00,2025-09-03,07:24:00,637404.97,100709.99,3014.26,368.98,5.15,-2.04,-0.22,-2.95,5.48,-0.21
1501,Glacier du Giétro,B82-14,367,2015-09-08,06:40:00,2016-09-13,06:40:00,596142.55,92345.75,3299.86,371.0,1.7,2.04,-0.55,0.18,2.61,-0.54
1502,Glacier du Giétro,B82-14,367,2015-09-08,07:35:00,2016-09-13,07:35:00,596604.6,92835.06,3248.22,371.0,-1.48,8.12,-0.93,0.1,8.13,-0.92
1404,Glacier du Giétro,B82-14,367,2015-09-08,08:25:00,2016-09-13,08:25:00,596202.11,93410.06,3185.74,371.0,-6.03,10.27,-0.25,-0.33,11.72,-0.25
1505,Glacier du Giétro,B82-14,367,2015-09-08,08:45:00,2016-09-13,08:45:00,595625.1,94164.62,3053.28,371.0,-14.33,9.0,-0.4,-0.5,16.66,-0.39
15101,Glacier du Giétro,B82-14,367,2015-09-08,10:55:00,2016-09-13,10:55:00,594733.31,94531.35,2870.85,371.0,-29.4,-7.82,-4.14,,29.95,-4.08
15102,Glacier du Giétro,B82-14,367,2015-09-08,11:10:00,2016-09-13,11:10:00,594617.49,94502.99,2816.04,371.0,-19.04,-11.32,-6.79,,21.81,-6.68
15103,Glacier du Giétro,B82-14,367,2015-09-08,11:15:00,2016-09-13,11:15:00,594567.77,94471.22,2798.47,371.0,-17.85,-11.2,-2.17,,20.75,-2.14
15107,Glacier du Giétro,B82-14,367,2015-09-08,11:00:00,2016-09-13,11:00:00,594873.2,94533.62,2927.94,371.0,-30.76,-1.98,-9.2,,30.35,-9.06
1602,Glacier du Giétro,B82-14,367,2016-09-13,08:20:00,2017-09-21,08:20:00,596604.64,92835.3,3248.32,373.0,-1.55,8.12,-0.97,-2.19,8.09,-0.95
1604,Glacier du Giétro,B82-14,367,2016-09-13,09:00:00,2017-09-21,09:00:00,596209.99,93399.45,3186.29,373.0,-6.01,10.16,-0.65,-2.01,11.56,-0.64
1501,Glacier du Giétro,B82-14,367,2016-09-13,07:40:00,2017-09-21,07:40:00,596144.25,92347.79,3299.9,373.0,1.64,2.1,-0.52,-2.33,2.61,-0.51
1605,Glacier du Giétro,B82-14,367,2016-09-13,09:45:00,2017-09-21,09:45:00,595624.64,94164.15,3052.77,373.0,-13.75,8.91,-0.29,-2.05,16.04,-0.28
16102,Glacier du Giétro,B82-14,367,2016-09-13,12:15:00,2017-09-21,12:15:00,594625.98,94517.38,2820.62,373.0,-16.91,-9.07,-7.67,-4.05,18.79,-7.51
16103,Glacier du Giétro,B82-14,367,2016-09-13,13:05:00,2017-09-21,13:05:00,594479.48,94451.25,2764.71,373.0,-11.19,-6.73,-2.31,,12.79,-2.26
16107,Glacier du Giétro,B82-14,367,2016-09-13,11:45:00,2017-09-21,11:45:00,594853.55,94545.85,2917.55,373.0,-26.43,-4.19,-11.69,,26.2,-11.45
1701,Glacier du Giétro,B82-14,367,2017-09-21,08:09:00,2018-09-17,08:09:00,596142.92,92346.03,3297.71,361.0,0.9,1.69,-0.32,-0.28,1.94,-0.32
1704,Glacier du Giétro,B82-14,367,2017-09-21,10:18:00,2018-09-16,10:18:00,596210.89,93399.91,3184.28,361.0,-6.33,9.51,-0.38,-0.42,11.56,-0.38
1702,Glacier du Giétro,B82-14,367,2017-09-21,08:48:00,2018-09-16,08:48:00,596604.73,92834.98,3246.13,361.0,-2.0,7.38,-0.68,0.17,7.74,-0.69
17107,Glacier du Giétro,B82-14,367,2017-09-21,12:59:00,2018-09-16,12:59:00,594835.65,94550.01,2906.57,361.0,-24.14,-5.47,-9.72,,25.06,-9.84
17103,Glacier du Giétro,B82-14,367,2017-09-21,13:52:00,2018-09-16,13:52:00,594487.56,94461.78,2763.91,361.0,-10.48,-5.88,-3.27,-4.26,12.16,-3.31
17102,Glacier du Giétro,B82-14,367,2017-09-21,13:32:00,2018-09-16,13:32:00,594625.13,94519.65,2816.57,361.0,-16.23,-8.69,-6.53,,18.63,-6.61
1705,Glacier du Giétro,B82-14,367,2017-09-21,11:07:00,2018-09-16,11:07:00,595624.99,94164.75,3050.72,361.0,-14.44,8.73,0.18,-0.65,17.08,0.18
1702,Glacier du Giétro,B82-14,367,2018-09-17,07:30:00,2019-09-27,07:30:00,596602.73,92842.37,3245.76,375.0,-1.62,7.89,-0.48,-0.6,7.85,-0.47
1701,Glacier du Giétro,B82-14,367,2018-09-17,07:06:00,2019-09-27,07:06:00,596143.82,92347.73,3297.43,375.0,1.52,1.9,-0.21,,2.37,-0.2
18107,Glacier du Giétro,B82-14,367,2018-09-17,09:18:00,2019-09-27,09:18:00,594859.83,94557.15,2916.5,375.0,-25.57,-4.9,-11.4,-2.9,25.36,-11.1
18102,Glacier du Giétro,B82-14,367,2018-09-17,10:17:00,2019-09-27,10:17:00,594615.64,94515.23,2808.25,375.0,-15.99,-10.18,-7.59,,18.46,-7.39
18101,Glacier du Giétro,B82-14,367,2018-09-17,09:50:00,2019-09-27,09:50:00,594736.74,94535.54,2866.44,375.0,-25.73,-7.35,-5.83,,26.06,-5.68
1805,Glacier du Giétro,B82-14,367,2018-09-17,08:29:00,2019-09-27,08:29:00,595625.54,94166.26,3050.07,375.0,-13.6,8.73,0.06,-1.3,15.74,0.06
1704,Glacier du Giétro,B82-14,367,2018-09-17,07:58:00,2019-09-27,07:58:00,596204.56,93409.41,3183.16,375.0,-5.76,9.72,-0.09,-1.45,11.0,-0.09
19107,Glacier du Giétro,B82-14,367,2019-09-27,09:49:00,2020-09-08,09:49:00,594858.77,94560.31,2913.33,347.0,-22.02,-4.6,-8.98,-1.89,23.68,-9.45
19101,Glacier du Giétro,B82-14,367,2019-09-27,10:16:00,2020-09-08,10:16:00,594739.59,94533.14,2863.73,347.0,-21.51,-6.21,-4.55,-1.31,23.57,-4.79
1905,Glacier du Giétro,B82-14,367,2019-09-27,09:09:00,2020-09-08,09:09:00,595627.65,94165.26,3048.78,347.0,-10.84,7.55,-0.61,-1.71,13.9,-0.64
1904,Glacier du Giétro,B82-14,367,2019-09-27,08:33:00,2020-09-08,08:33:00,596210.31,93399.7,3182.42,347.0,-4.48,8.35,-1.17,-0.77,9.97,-1.23
1702,Glacier du Giétro,B82-14,367,2019-09-27,07:50:00,2020-09-08,07:50:00,596601.11,92850.26,3244.58,347.0,-0.68,7.31,-1.15,-0.51,7.73,-1.21
1901,Glacier du Giétro,B82-14,367,2019-09-27,07:21:00,2020-09-08,07:21:00,596149.03,92349.93,3295.59,347.0,1.99,1.47,-0.99,-0.35,2.6,-1.04
19102,Glacier du Giétro,B82-14,367,2019-09-27,10:41:00,2020-09-08,10:41:00,594603.37,94507.0,2797.17,347.0,-11.34,-7.96,-4.36,-4.75,14.58,-4.59
20102,Glacier du Giétro,B82-14,367,2020-09-08,09:58:00,2021-09-14,09:58:00,594622.79,94506.14,2799.52,371.0,-10.1,-6.73,-3.7,-3.45,11.95,-3.64
20101,Glacier du Giétro,B82-14,367,2020-09-08,09:33:00,2021-09-14,09:33:00,594736.62,94535.16,2861.23,371.0,-19.88,-6.12,-4.19,-1.38,20.47,-4.12
2005,Glacier du Giétro,B82-14,367,2020-09-08,08:22:00,2021-09-14,08:22:00,595625.03,94164.99,3047.07,371.0,-12.03,7.66,-0.03,-0.69,14.04,-0.03
1904,Glacier du Giétro,B82-14,367,2020-09-08,07:53:00,2021-09-14,07:53:00,596205.83,93408.05,3181.11,371.0,-5.48,9.61,-0.21,-0.68,10.89,-0.21
2002,Glacier du Giétro,B82-14,367,2020-09-08,07:26:00,2021-09-14,07:26:00,596604.97,92835.03,3245.19,371.0,-1.64,7.69,-0.67,-0.26,7.74,-0.66
1901,Glacier du Giétro,B82-14,367,2020-09-08,07:04:00,2021-09-14,07:04:00,596151.02,92351.4,3294.6,371.0,1.39,1.91,-0.5,-0.36,2.33,-0.49
20107,Glacier du Giétro,B82-14,367,2020-09-08,09:06:00,2021-09-14,09:06:00,594855.89,94559.39,2909.68,371.0,-20.71,-4.57,-8.55,-1.39,20.87,-8.42
21101,Glacier du Giétro,B82-14,367,2021-09-14,10:49:00,2022-09-01,10:49:00,594735.09,94537.64,2859.2,352.0,-18.15,-5.87,-3.76,-4.64,19.79,-3.9
21107,Glacier du Giétro,B82-14,367,2021-09-14,10:29:00,2022-09-01,10:29:00,594849.46,94550.08,2904.84,352.0,-17.86,-3.72,-8.25,-4.58,18.93,-8.56
1901,Glacier du Giétro,B82-14,367,2021-09-14,07:47:00,2022-09-01,07:47:00,596152.41,92353.31,3294.04,352.0,1.5,1.36,-0.44,-3.0,2.1,-0.46
2002,Glacier du Giétro,B82-14,367,2021-09-14,08:12:00,2022-09-01,08:12:00,596603.32,92842.72,3244.44,352.0,-1.24,6.84,-0.22,-3.04,7.21,-0.23
2104,Glacier du Giétro,B82-14,367,2021-09-14,08:45:00,2022-09-01,08:45:00,596211.26,93399.59,3181.05,352.0,-4.99,8.55,-0.42,-3.19,10.27,-0.44
2105,Glacier du Giétro,B82-14,367,2021-09-14,09:22:00,2022-09-01,09:22:00,595624.24,94164.98,3046.39,352.0,-11.11,7.14,-0.1,-3.15,13.7,-0.1
2204,Glacier du Giétro,B82-14,367,2022-09-01,09:16:00,2023-09-12,08:40:00,596211.23,93401.22,3177.99,376.0,-5.35,8.33,-0.36,-1.92,9.62,-0.35
2205,Glacier du Giétro,B82-14,367,2022-09-01,09:49:00,2023-09-12,09:21:00,595625.68,94164.65,3043.34,376.0,-10.83,6.9,-0.03,-2.56,12.47,-0.03
22107,Glacier du Giétro,B82-14,367,2022-09-01,10:58:00,2023-09-12,10:27:00,594855.02,94544.99,2903.23,376.0,-13.66,4.87,-8.42,-5.35,14.08,-8.18
22101,Glacier du Giétro,B82-14,367,2022-09-01,11:24:00,2023-09-12,10:55:00,594748.1,94533.59,2857.95,376.0,-17.6,-5.59,-4.42,-4.27,17.94,-4.3
2202,Glacier du Giétro,B82-14,367,2022-09-01,08:39:00,2023-09-12,08:02:00,596604.71,92841.89,3241.45,376.0,-1.22,6.69,-0.64,-1.99,6.61,-0.63
2201,Glacier du Giétro,B82-14,367,2022-09-01,08:07:00,2023-09-12,07:25:00,596142.99,92345.99,3291.88,376.0,1.12,1.54,-0.23,-2.03,1.85,-0.22
2302,Glacier du Giétro,B82-14,367,2023-09-12,08:06:00,2024-09-10,07:37:00,596612.58,92842.25,3239.53,364.0,-1.08,5.88,-0.7,-1.72,6.0,-0.7
2301,Glacier du Giétro,B82-14,367,2023-09-12,07:28:00,2024-09-10,07:00:00,596141.02,92345.33,3289.89,364.0,1.48,1.28,0.28,-2.23,1.96,0.28
23101,Glacier du Giétro,B82-14,367,2023-09-12,11:19:00,2024-09-10,10:47:00,594751.75,94527.47,2856.04,364.0,-12.65,-4.33,-3.32,-4.41,13.42,-3.33
2305,Glacier du Giétro,B82-14,367,2023-09-12,09:24:00,2024-09-10,08:52:00,595622.77,94161.82,3040.83,364.0,-9.43,6.16,0.62,-2.56,11.3,0.62
2304,Glacier du Giétro,B82-14,367,2023-09-12,08:42:00,2024-09-10,08:14:00,596211.01,93399.88,3175.86,364.0,-4.24,7.61,-0.48,-2.2,8.74,-0.48
24101,Glacier du Giétro,B82-14,367,2024-09-10,10:58:00,2025-09-11,09:34:00,594789.8,94523.6,2866.06,365.94,-9.96,-2.19,-2.4,-3.8,10.18,-2.4
24107,Glacier du Giétro,B82-14,367,2024-09-10,10:34:00,2025-09-11,09:16:00,594859.85,94521.85,2900.36,365.95,-12.11,-1.4,-6.9,-4.5,12.16,-6.89
2402,Glacier du Giétro,B82-14,367,2024-09-10,07:43:00,2025-09-11,07:27:00,596605.04,92833.98,3238.18,365.99,-0.41,5.4,0.12,,5.41,0.12
2401,Glacier du Giétro,B82-14,367,2024-09-10,07:12:00,2025-09-11,07:08:00,596141.73,92345.07,3287.62,366.0,1.07,1.22,-0.07,-0.7,1.62,-0.07
2404,Glacier du Giétro,B82-14,367,2024-09-10,08:20:00,2025-09-11,07:56:00,596211.55,93399.94,3173.66,365.98,-4.48,7.38,0.0,-1.0,8.62,0.0
2405,Glacier du Giétro,B82-14,367,2024-09-10,08:59:00,2025-09-11,08:29:00,595623.54,94166.32,3038.11,365.98,-8.83,5.73,0.21,-1.41,10.5,0.21
96723,Glacier de Corbassière,B83-03,366,1996-09-12,12:00:00,1997-08-27,12:00:00,588453.14,94258.38,2484.37,349.0,-8.26,20.74,0.84,1.77,23.36,0.88
96623,Glacier de Corbassière,B83-03,366,1996-09-12,12:00:00,1997-08-27,12:00:00,589391.93,93100.91,2661.68,349.0,-15.72,26.95,0.96,0.33,32.65,1.0
96625,Glacier de Corbassière,B83-03,366,1996-09-12,12:00:00,1997-08-27,12:00:00,589228.38,93011.72,2666.04,349.0,-16.39,26.41,0.51,0.43,32.53,0.53
96721,Glacier de Corbassière,B83-03,366,1996-09-12,12:00:00,1997-08-27,12:00:00,588649.9,94314.6,2496.37,349.0,-10.09,22.62,-0.81,1.48,25.92,-0.85
96621,Glacier de Corbassière,B83-03,366,1996-09-12,12:00:00,1997-08-27,12:00:00,589579.35,93202.99,2660.36,349.0,-11.66,22.02,0.8,0.33,26.08,0.84
97721,Glacier de Corbassière,B83-03,366,1997-08-27,12:00:00,1998-08-26,12:00:00,588650.84,94315.15,2497.85,364.0,-12.78,22.28,-2.69,-4.55,25.77,-2.7
97625,Glacier de Corbassière,B83-03,366,1997-08-27,12:00:00,1998-08-26,12:00:00,589228.72,93010.75,2666.47,364.0,-17.33,27.62,-0.41,-2.48,32.72,-0.41
97725,Glacier de Corbassière,B83-03,366,1997-08-27,12:00:00,1998-08-26,12:00:00,588258.94,94202.68,2494.06,364.0,-2.5,10.87,-3.14,-5.48,11.19,-3.15
97723,Glacier de Corbassière,B83-03,366,1997-08-27,12:00:00,1998-08-26,12:00:00,588448.83,94256.79,2486.14,364.0,-4.66,21.97,-1.39,-5.45,22.54,-1.39
97623,Glacier de Corbassière,B83-03,366,1997-08-27,12:00:00,1998-08-26,12:00:00,589394.71,93102.06,2662.01,364.0,-16.22,28.55,0.66,-2.33,32.95,0.66
97621,Glacier de Corbassière,B83-03,366,1997-08-27,12:00:00,1998-08-26,12:00:00,589576.3,93201.95,2660.68,364.0,-12.26,23.32,0.81,-2.2,26.44,0.81
98621,Glacier de Corbassière,B83-03,366,1998-08-26,12:00:00,1999-09-01,12:00:00,589575.88,93200.4,2658.48,371.0,-11.82,22.92,0.42,,25.39,0.41
98623,Glacier de Corbassière,B83-03,366,1998-08-26,12:00:00,1999-09-01,12:00:00,589391.37,93101.69,2659.68,371.0,-15.45,27.61,0.86,,31.15,0.85
98625,Glacier de Corbassière,B83-03,366,1998-08-26,12:00:00,1999-09-01,12:00:00,589230.43,93014.17,2663.99,371.0,-16.38,26.54,0.11,,30.7,0.11
98721,Glacier de Corbassière,B83-03,366,1998-08-26,12:00:00,1999-09-01,12:00:00,588652.06,94315.6,2493.3,371.0,-9.79,21.47,-1.2,-2.48,23.23,-1.18
98723,Glacier de Corbassière,B83-03,366,1998-08-26,12:00:00,1999-09-01,12:00:00,588450.17,94256.95,2480.69,371.0,-7.89,19.65,0.34,-1.83,20.85,0.33
98725,Glacier de Corbassière,B83-03,366,1998-08-26,12:00:00,1999-09-01,12:00:00,588260.1,94202.69,2488.57,371.0,-2.12,9.3,-0.38,-1.19,9.39,-0.37
99723,Glacier de Corbassière,B83-03,366,1999-09-01,12:00:00,2000-08-29,12:00:00,588453.14,94255.68,2478.86,363.0,-7.79,18.83,0.52,-2.47,20.5,0.52
99725,Glacier de Corbassière,B83-03,366,1999-09-01,12:00:00,2000-08-29,12:00:00,588259.06,94202.65,2487.38,363.0,-1.71,8.19,-0.09,-3.11,8.42,-0.09
98621,Glacier de Corbassière,B83-03,366,1999-09-01,12:00:00,2000-08-29,12:00:00,589564.06,93223.32,2656.31,363.0,-15.02,28.3,0.43,-2.22,32.24,0.43
98623,Glacier de Corbassière,B83-03,366,1999-09-01,12:00:00,2000-08-29,12:00:00,589375.93,93129.3,2657.9,363.0,-18.08,30.63,0.29,-2.76,35.79,0.29
98625,Glacier de Corbassière,B83-03,366,1999-09-01,12:00:00,2000-08-29,12:00:00,589214.06,93040.71,2661.41,363.0,-19.01,28.97,-0.24,-2.07,34.87,-0.24
99721,Glacier de Corbassière,B83-03,366,1999-09-01,12:00:00,2000-08-29,12:00:00,588648.0,94314.33,2490.82,363.0,-9.34,21.09,-0.78,-2.83,23.21,-0.78
723,Glacier de Corbassière,B83-03,366,2000-08-29,12:00:00,2001-09-12,13:10:00,588450.72,94256.08,2476.39,379.0,-7.54,18.11,0.71,-1.88,18.91,0.68
